Id,Predicted
0,55.424289202834395
1,64.42598236841977
2,33.170589772117744
3,61.84655613426384
4,38.35869375430112
5,37.72637079133082
6,53.87835334712957
7,51.36319938439683
8,49.06878788457095
9,44.21691203286267
10,39.084228587671454
11,34.12850759341401
12,23.115787916794748
13,15.575307338537632
14,36.46500777484703
15,40.47320497714343
16,43.0381562622375
17,51.55116452607837
18,45.72256528265094
19,48.59994952204295
20,45.1104428165015
21,24.024118639312622
22,57.0894011595852
23,50.358031414608604
24,33.454900524648515
25,49.01692114967881
26,34.10710398680382
27,44.57623155584406
28,59.81476480687559
29,43.936592486859325
30,29.920637160160197
31,47.061715012308106
32,42.20820379809512
33,52.882820360317936
34,35.92933127834516
35,48.04511238734039
36,64.71436262867489
37,58.36017011353855
38,46.700876042845685
39,30.12337154442366
40,34.357453608606185
41,35.9263571886383
42,47.37460310998429
43,20.84572516904963
44,52.97257058969131
45,60.97472298299264
46,54.51917563449934
47,26.35098353647925
48,41.30477820572002
49,54.13376449520808
50,31.802725726168916
51,41.10918996611708
52,27.228312749278484
53,48.56144304932646
54,46.8225747352198
55,41.467840867105174
56,68.19901466344352
57,49.03301083224684
58,21.366161567423077
59,32.65734513476732
60,48.5281821480107
61,52.08083914538984
62,46.164587011962965
63,39.820791843256806
64,39.063551923906005
65,49.42117447448404
66,53.060106684434835
67,47.86758448790474
68,47.304398774432705
69,59.52510610050194
70,37.973343151050976
71,40.36282767050414
72,53.892499536053585
73,38.35953731222352
74,32.58773498371935
75,67.04614918039692
76,62.87333940166579
77,38.38397811591209
78,43.739341634311835
79,52.69284144621461
80,51.75859995371846
81,59.10691124126663
82,44.29107970268569
83,50.55541130270581
84,53.627560445798714
85,22.38813782375625
86,53.74770922036806
87,56.327847650977866
88,40.9555867003052
89,56.07991163274664
90,39.07914826236646
91,49.0145466765938
92,58.52567702783714
93,59.039445020082006
94,48.72900998729696
95,42.861205617811464
96,42.158363113588926
97,42.059175403255516
98,40.372549533371405
99,52.37916977717378
100,30.40784581434878
101,42.43034670989525
102,28.760364794276796
103,34.93749488403931
104,50.23804763071513
105,28.95148351351735
106,49.75846338988026
107,44.82715173539341
108,41.60118348454966
109,41.18811539150131
110,61.38079015416684
111,47.33688658792187
112,59.34504673651903
113,48.5145503649183
114,46.29374701576459
115,46.30990090825494
116,38.792701915756
117,46.76537947340683
118,41.150478920442545
119,57.66532523267424
120,32.49369939020671
121,52.83169079359559
122,51.39006599384452
123,46.82815288126958
124,43.4740838990289
125,49.52097760238849
126,44.34598260082254
127,73.94671952485794
128,43.859480050587386
129,55.16870870083651
130,34.75978365617495
131,58.55144139380558
132,46.55590942169129
133,31.324980086036437
134,43.28730220663285
135,36.05866478833594
136,51.50452060720588
137,58.67445869932917
138,58.72058354725983
139,42.71101111391601
140,55.17524793873141
141,43.39549488377319
142,18.31699358866147
143,41.61013154622958
144,53.59788188066457
145,20.631448200578323
146,47.67623245668414
147,55.34061319332627
148,49.50344848901841
149,53.915142366460294
150,42.338861172685235
151,31.233702264902217
152,30.60473623206352
153,38.12716040842094
154,47.68290012479158
155,45.906040231446326
156,47.40242813872853
157,44.87021273197274
158,38.69930915174073
159,35.59602015186809
160,26.752459280566057
161,35.9490954996891
162,62.519231319091205
163,39.359405165743965
164,51.54943579806957
165,51.254073620352266
166,34.64991947708987
167,51.43831584167702
168,44.81793817155366
169,34.300866908362615
170,24.59802694872091
171,37.10491152769063
172,50.680911908353636
173,49.65277682041673
174,52.779562682949184
175,59.62142028224761
176,47.64262149368836
177,44.038509343824614
178,36.86441115805756
179,33.74155296076725
180,39.68937477673822
181,40.78286779198339
182,31.224989862743612
183,40.1637202894881
184,49.81146455533109
185,56.7376990182269
186,46.055062196063936
187,47.360061909682315
188,27.027468993272365
189,57.03371647932678
190,28.83648596677442
191,60.08004659399302
192,37.618435354154876
193,42.702973796328884
194,58.15461640868395
195,46.94688580492794
196,37.600136279973896
197,47.135886315973174
198,30.972592747965866
199,51.20880335898851
200,62.693609909766415
201,54.63721535312393
202,55.769635647021545
203,44.85381658211238
204,53.29637768614656
205,58.81994381780803
206,39.19147426889287
207,26.28304341063253
208,28.29037280066495
209,24.578564898510308
210,48.23385368165312
211,58.32224045830143
212,40.08488154319309
213,54.01520825089881
214,46.118806872648804
215,40.16226282467981
216,65.73183867950786
217,46.349644401636766
218,47.18255147543328
219,49.025876160400514
220,57.864150292441586
221,45.67213679818582
222,30.70456896760292
223,33.41264988579033
224,29.437002505447396
225,46.84227752316812
226,33.11139352234412
227,49.50112308770114
228,49.00992555659858
229,47.316411342930174
230,34.379731976494156
231,44.030264942701116
232,51.19846595930115
233,30.87273177975118
234,38.5854498893405
235,40.669967876682485
236,39.35617348130417
237,41.77901440430807
238,40.76989334019185
